IMD Rank,IMD Decile,ITL1,ITL2
30406,10,London,Inner London - West
31645,10,London,Inner London - West
19019,6,London,Inner London - West
26790,8,London,Inner London - West
9463,3,London,Inner London - West
4602,2,London,Inner London - West
4915,2,London,Inner London - West
15589,5,London,Inner London - West
6900,3,London,Inner London - West
3750,2,London,Inner London - West
23004,7,London,Inner London - West
8096,3,London,Inner London - West
8144,3,London,Inner London - West
20687,7,London,Inner London - West
24315,8,London,Inner London - West
14771,5,London,Inner London - West
7411,3,London,Inner London - West
23270,7,London,Inner London - West
12794,4,London,Inner London - West
8076,3,London,Inner London - West
11245,4,London,Inner London - West
2752,1,London,Inner London - West
12105,4,London,Inner London - West
9765,3,London,Inner London - West
16484,5,London,Inner London - West
16230,5,London,Inner London - West
10150,4,London,Inner London - West
16209,5,London,Inner London - West
18665,6,London,Inner London - West
7350,3,London,Inner London - West
11669,4,London,Inner London - West
15155,5,London,Inner London - West
12818,4,London,Inner London - West
6305,2,London,Inner London - West
5273,2,London,Inner London - West
3018,1,London,Inner London - West
12176,4,London,Inner London - West
9139,3,London,Inner London - West
3929,2,London,Inner London - West
5822,2,London,Inner London - West
19128,6,London,Inner London - West
3703,2,London,Inner London - West
4227,2,London,Inner London - West
4760,2,London,Inner London - West
12987,4,London,Inner London - West
18269,6,London,Inner London - West
6940,3,London,Inner London - West
13842,5,London,Inner London - West
7184,3,London,Inner London - West
7858,3,London,Inner London - West
10482,4,London,Inner London - West
4449,2,London,Inner London - West
4722,2,London,Inner London - West
3795,2,London,Inner London - West
4579,2,London,Inner London - West
3647,2,London,Inner London - West
8612,3,London,Inner London - West
12474,4,London,Inner London - West
4744,2,London,Inner London - West
16200,5,London,Inner London - West
9280,3,London,Inner London - West
30241,9,London,Inner London - West
23800,8,London,Inner London - West
16234,5,London,Inner London - West
17274,6,London,Inner London - West
31837,10,London,Inner London - West
27632,9,London,Inner London - West
20808,7,London,Inner London - West
23678,8,London,Inner London - West
19120,6,London,Inner London - West
23496,7,London,Inner London - West
6807,3,London,Inner London - West
13530,5,London,Inner London - West
6333,2,London,Inner London - West
16505,5,London,Outer London - South
6495,2,London,Outer London - South
8507,3,London,Outer London - South
12867,4,London,Outer London - South
14555,5,London,Outer London - South
9732,3,London,Outer London - South
15400,5,London,Outer London - South
13018,4,London,Outer London - South
19739,6,London,Outer London - South
6631,2,London,Outer London - South
26843,8,London,Outer London - South
20921,7,London,Outer London - South
26773,8,London,Outer London - South
24697,8,London,Outer London - South
4248,2,London,Outer London - South
28318,9,London,Outer London - South
7622,3,London,Outer London - South
19247,6,London,Outer London - South
14027,5,London,Outer London - South
11200,4,London,Outer London - South
15587,5,London,Outer London - South
12153,4,London,Outer London - South
5118,2,London,Outer London - South
14365,5,London,Outer London - South
7735,3,London,Outer London - South
6461,2,London,Outer London - South
11937,4,London,Outer London - South
11236,4,London,Outer London - South
9959,3,London,Outer London - South
8385,3,London,Outer London - South
9328,3,London,Outer London - South
13293,4,London,Outer London - South
7541,3,London,Outer London - South
10829,4,London,Outer London - South
6569,2,London,Outer London - South
3600,2,London,Outer London - South
4192,2,London,Outer London - South
2742,1,London,Outer London - South
11264,4,London,Outer London - South
26745,8,London,Outer London - South
31273,10,London,Outer London - South
31527,10,London,Outer London - South
31614,10,London,Outer London - South
27218,9,London,Outer London - South
5921,2,London,Outer London - South
30014,9,London,Outer London - South
15199,5,London,Outer London - South
24573,8,London,Outer London - South
31765,10,London,Outer London - South
20963,7,London,Outer London - South
31803,10,London,Outer London - South
31514,10,London,Outer London - South
20465,7,London,Outer London - South
30741,10,London,Outer London - South
31931,10,London,Outer London - South
32636,10,London,Outer London - South
16149,5,London,Outer London - South
19174,6,London,Outer London - South
15780,5,London,Outer London - South
29069,9,London,Outer London - South
10286,4,London,Outer London - South
16819,5,London,Outer London - South
30044,9,London,Outer London - South
14302,5,London,Outer London - South
9863,3,London,Outer London - South
5786,2,London,Outer London - South
25626,8,London,Outer London - South
24772,8,London,Outer London - South
10753,4,London,Outer London - South
29219,9,London,Outer London - South
14516,5,London,Outer London - South
4619,2,London,Outer London - South
3660,2,London,Outer London - South
6658,2,London,Outer London - South
5977,2,London,Outer London - South
4830,2,London,Outer London - South
3260,1,London,Outer London - South
2616,1,London,Outer London - South
21447,7,London,Outer London - South
15873,5,London,Outer London - South
14199,5,London,Outer London - South
13274,4,London,Outer London - South
23479,7,London,Outer London - South
27478,9,London,Outer London - South
26931,8,London,Outer London - South
17668,6,London,Outer London - South
4588,2,London,Outer London - South
32361,10,London,Outer London - South
18625,6,London,Outer London - South
30544,10,London,Outer London - South
